,Product_Category,Product_Name,Prodcut_Selling_Price,Prodcut_Mark_Price,Product_Rating,Product_link,Total_User,Product_subcategory1,Product_subcategory2,Product_Variety,Product_Availbility
159,hair-care,"St.Botanica Pro Keratin & Argan Oil Smooth Therapy Spray, 200ml + Oriental Botanics Bhringraj & Amla Hair Mask, 200ml ","1,048",,,https://www.myglamm.com/product/stbotanica-pro-keratin-argan-oil-smooth-therapy-spray-200ml-oriental-botanics-bhringraj-amla-hair-mask-200ml.html,,Hair Spray,Hair Mask,[],WRITE A REVIEW
160,hair-care,"St.Botanica Vitamin C 20%, E & Hyaluronic Acid Face Serum, 20ml + Oriental Botanics Bhringraj & Amla Hair Mask, 200ml","1,248",,,https://www.myglamm.com/product/stbotanica-vitamin-c-20-e-hyaluronic-acid-face-serum-20ml-oriental-botanics-bhringraj-amla-hair-mask-200ml.html,,Sunscreen,Hair Mask,[],WRITE A REVIEW
161,hair-care,Onion Nourishment - Shampoo & Conditioner Combo,448,598,5 ratings,https://www.myglamm.com/product/onion-nourishment-shampoo-conditioner-combo-2022.html,164,Rituals & Combos, ,[],Notify
162,hair-care,,,,,https://www.myglamm.com/product/superfoods-cacao-coffee-coconut-shampoo.html,, , ,[],Notify
163,hair-care,"MyGlamm SUPERFOODS Cacao, Coconut & Coffee Shampoo - 200ml",259,399,5 ratings,https://www.myglamm.com/product/babychakra-moisturizing-baby-wash-moisturizing-natural-baby-sunscreen-60gm-natural-foaming-wash-shampoo-200ml.html,83,Bath & Shower,Shampoo,[],Notify
164,hair-care,St.Botanica Pro Keratin & Argan Oil Hair Serum 120ml,559,799,5 ratings,https://www.myglamm.com/product/stbotanica-pro-keratin-argan-oil-hair-serum-120ml.html,3,Hair Serum, ,[],Notify
165,bath-and-body,MyGlamm LIT XOXO Fragrance - Flirty Perfume - 25ml,355,395,5 ratings,https://www.myglamm.com/product/lit-xoxo-fragrance-flirty-perfume.html,388,Body Spray and Mists,Body Spray and Mists,"['Flirty', 'Dreamy', 'Feisty', 'Spicy', 'Sassy']",ADD TO BAG
166,bath-and-body,MyGlamm LIT XOXO Fragrance + LIT Liquid Matte Lipstick Exclusive Combo,500,770,4.7 ratings,https://www.myglamm.com/product/myglamm-lit-xoxo-fragrance-lit-liquid-matte-lipstick-exclusive-combo.html,3,Body Spray and Mists,Body Spray and Mists,[],Notify
167,bath-and-body,GLOW Iridescent Brightening Body Lotion,602,"1,095",5 ratings,https://www.myglamm.com/product/glow-iridescent-brightening-body-lotion.html,140,Body Lotion,Body Lotion,[],Notify
168,bath-and-body,,,,,https://www.myglamm.com/product/wipeout-germ-killing-hand-cream.html,, , ,[],Notify
169,bath-and-body,MyGlamm WIPEOUT Germ Killing Body Wash ,199,,5 ratings,https://www.myglamm.com/product/wipeout-germ-killing-body-wash.html,150,Shower Gels,Shower Gels,[],Notify
170,bath-and-body,MyGlamm Wipeout Germ Killing Face Wash - Rose & Honey,119,,4.9 ratings,https://www.myglamm.com/product/wipeout-germ-killing-rose-honey-face-wash.html,290,Cleansing Products,Face Wash,[],Notify
171,bath-and-body,,,,,https://www.myglamm.com/product/wipeout-germ-killing-soap.html,, , ,[],NOTIFY ME
172,bath-and-body,MyGlamm WIPEOUT Germ Killing Soap  - 75g,69,,5 ratings,https://www.myglamm.com/product/stbotanica-goji-berry-body-wash-with-vitamin-c-for-glowing-skin.html,321,Soaps,Soaps,"['Tea Tree Oil', 'Lavender & Neem', 'Rose & Honey']",NOTIFY ME
173,bath-and-body,MyGlamm WIPEOUT Germ Killing Foot Cream  - 60g,149,,4.9 ratings,https://www.myglamm.com/product/wipeout-germ-killing-foot-cream.html,76,Foot Cream, ,[],Notify
174,bath-and-body,MyGlamm LIT XOXO Fragrance - Dreamy Perfume - 25ml,355,395,5 ratings,https://www.myglamm.com/product/lit-xoxo-fragrance-dreamy-perfume-valentine-day-special.html,388,Body Spray and Mists,Body Spray and Mists,"['Dreamy', 'Flirty', 'Feisty', 'Spicy', 'Sassy']",ADD TO BAG
175,bath-and-body,Pro Protection - Face wash & Body wash Combo,254,318,5 ratings,https://www.myglamm.com/product/pro-protection-face-wash-body-wash-combo.html,9,Sanitizing Kits,Sanitizing-Kits,[],Notify
176,bath-and-body,MyGlamm SUPERFOODS Watermelon & Aloe Body Wash 300ml,244,349,4.9 ratings,https://www.myglamm.com/product/superfoods-watermelon-aloe-vera-body-wash.html,74,Shower Gels,Shower Gels,[],Notify
177,bath-and-body,,,,,https://www.myglamm.com/product/wipeout-germ-killing-face-wash.html,, , ,[],Notify
178,bath-and-body,MyGlamm SUPERFOODS Onion & Moringa Conditioner - 200ml,194,299,4.9 ratings,https://www.myglamm.com/product/myglamm-superfoods-onion-moringa-conditioner.html,199,Shower Gels, ,[],Notify
179,bath-and-body,,,,,https://www.myglamm.com/product/myglamm-superfoods-onion-moringa-serum.html,, , ,[],WRITE A REVIEW
180,bath-and-body,MyGlamm Wipeout Germ Killing Face Wash - Lavender & Neem,119,,4.9 ratings,https://www.myglamm.com/product/wipeout-germ-killing-face-wash-lavender-neem.html,277,Cleansing Products,Face Wash,[],Notify
181,bath-and-body,MyGlamm SUPERFOODS Mangosteen & Avocado Hair Mask 50g,499,,5 ratings,https://www.myglamm.com/product/superfoods-mangosteen-avocado-hair-mask.html,59,Shower Gels, ,[],Notify
182,bath-and-body,MyGlamm SUPERFOODS Passion Fruit & Rosemary Shampoo 300ml,374,499,5 ratings,https://www.myglamm.com/product/superfoods-passion-fruit-rosemary-shampoo.html,31,Shower Gels, ,[],Notify
183,bath-and-body,MyGlamm Wipeout Germ Killing Body Wash - Lavender & Neem,269,299,4.9 ratings,https://www.myglamm.com/product/wipeout-germ-killing-body-wash-lavender-neem.html,155,Shower Gels,Shower Gels,[],Notify
184,bath-and-body,MyGlamm SUPERFOODS Passion Fruit & Olive Conditioner 150ml,339,399,4.9 ratings,https://www.myglamm.com/product/superfoods-passion-fruit-olive-conditioner.html,57,Shower Gels, ,[],Notify
185,bath-and-body,Pristine Day - Face Wash & Body Wash Combo,188,,5 ratings,https://www.myglamm.com/product/pristine-day-face-wash-body-wash-combo.html,25,Kits, ,[],Notify
186,bath-and-body,MyGlamm SUPERFOODS Onion & Moringa Shampoo - 200ml,254,299,4.9 ratings,https://www.myglamm.com/product/myglamm-superfoods-onion-moringa-shampoo.html,657,Shower Gels, ,[],Notify
187,bath-and-body,MyGlamm WIPEOUT Germ Killing Body Spray - 40ml,149,,4.9 ratings,https://www.myglamm.com/product/wipeout-germ-killing-body-spray.html,130,Body Spray and Mists,Body Spray and Mists,[],Notify
188,bath-and-body,"Oriental Botanics Aloe vera, Green Tea & Cucumber Body Wash / Shower Gel, 250ml",244,349,5 ratings,https://www.myglamm.com/product/oriental-botanics-aloe-vera-green-tea-cucumber-body-wash-shower-gel-250ml.html,12,Shower Gels,Shower Gels,[],Notify
189,bath-and-body,MyGlamm SUPERFOODS Cacao & Berries Shower Gel - 300ml,339,399,5 ratings,https://www.myglamm.com/product/superfoods-cacao-berries-shower-gel.html,55, , ,[],Notify
190,bath-and-body,MyGlamm SUPERFOODS Onion & Moringa Hair Oil - 100ml ,296,349,4.9 ratings,https://www.myglamm.com/product/myglamm-superfoods-onion-moringa-hair-oil.html,313,Shower Gels, ,[],Notify
191,bath-and-body,Wipeout Germ Killing Hand Wash - Tea Tree - 200ml,149,,5 ratings,https://www.myglamm.com/product/wipeout-germ-killing-hand-wash-tea-tree.html,25,Hand Wash, ,[],Notify
192,bath-and-body,,,,,https://www.myglamm.com/product/stbotanica-goji-berry-body-wash-with-vitamin-c-for-glowing-skin-myglamm-10-niacinamide-clarifying-serum.html,, , ,[],Notify
193,bath-and-body,"St.Botanica Bulgarian Rose Otto Glow Body Wash / Shower Gel, 250 ml",314,449,5 ratings,https://www.myglamm.com/product/stbotanica-bulgarian-rose-otto-glow-body-wash-shower-gel-250-ml.html,4,Shower Gels,Shower Gels,[],Notify
194,skincare,"POPxo De-Tan Jam Instant Brightening Yoghurt Sheet Mask | With Niacinamide, Hyaluronic Acid For Moisturising, Brightening & Wrinkle Reduction",99,,4.9 ratings,https://www.myglamm.com/product/popxo-detan-jam-instant-brightening-yoghurt-sheet-mask.html,241,Masks,Sheet Mask,"['De-Tan Jam Instant Brightening Yoghurt', 'Fresh Start Deep Moisturising Cucumber', 'SunDowner Soothing Chamomile']",ADD TO BAG
195,skincare,MyGlamm 10% Niacinamide Clarifying Serum Enriched With Moringa & Tiger Grass for Reducing Face Blemishes (30g),699,,5 ratings,https://www.myglamm.com/product/myglamm-10-niacinamide-clarifying-serum-enriched-with-moringa-tiger-grass.html,363,Face Serum,Serum,[],Notify
196,skincare,"POPxo Glow Goals Illuminating Sunscreen SPF 30 PA+++| Non-sticky  3 in 1 - Sunscreen, Highlighter & Primer For Sun-chasers (30g)",262,349,5 ratings,https://www.myglamm.com/product/popxo-glow-goals-illuminating-sunscreen-spf-30.html,56,Sunscreen, ,[],Notify
197,skincare,MyGlamm Vitamin C Lumi Cream 30g,249,299,5 ratings,https://www.myglamm.com/product/vitamin-c-lumi-cream.html,12,Moisturiser, ,[],Notify
198,skincare,MyGlamm Niacinamide Serum Pack of 2 | Anti-inflammatory Face Serum Enriched With Moringa & Tiger Grass for Reducing Face Blemishes (30g x 2),769,"1,398",5 ratings,https://www.myglamm.com/product/niacinamide-serum-pack-of-2.html,5,Face Serum,Serum,[],Notify
199,skincare,POPxo Sheet Mask Pack of 2,198,,4.9 ratings,https://www.myglamm.com/product/popxo-sheet-mask-pack-of-2-99xo-feb.html,38,Masks,Sheet Mask,[],Notify
200,skincare,POPxo First Kiss Lip Balm SPF 15 | Enriched with Vitamin E and Shea Butter For Dry & Chapped Lips,129,,5 ratings,https://www.myglamm.com/product/popxo-first-kiss-lip-balm-spf-15.html,188,Sunscreen, ,[],Notify
201,skincare,St.Botanica Goji Berry Face Wash with Vitamin C,249,,5 ratings,https://www.myglamm.com/product/stbotanica-goji-berry-face-wash-with-vitamin-c.html,2,Face Care, ,[],Notify
202,skincare,MyGlamm Exclusive Combo of LIT Liquid Matte Lipstick + MyGlamm 10% Niacinamide Clarifying Serum | Transfer Proof Lipstick & Face Serum Enriched With Moringa,590,"1,074",5 ratings,https://www.myglamm.com/product/lit-liquid-matte-lipstick-myglamm-10-niacinamide-clarifying-serum-exclusive-combo-aug.html,4,Lip Makeup,Liquid Lipstick,[],Notify
203,skincare,MyGlamm 10% Niacinamide Clarifying Serum + St.Botanica Goji Berry Face Wash with Vitamin C,948,,5 ratings,https://www.myglamm.com/product/myglamm-10-niacinamide-clarifying-serum-stbotanica-goji-berry-face-wash-with-vitamin-c.html,2,Face Serum, ,[],Notify
204,skincare,POSE HD Lipstick + MyGlamm 10% Niacinamide Clarifying Serum,"1,298",,5 ratings,https://www.myglamm.com/product/pose-hd-lipstick-myglamm-10-niacinamide-clarifying-serum-sept.html,5,Lip Makeup,Serum,[],Notify
205,skincare,MyGlamm 15% Vitamin C Brightening Serum enriched with Pomegranate and Licorice,599,799,5 ratings,https://www.myglamm.com/product/myglamm-15-vitamin-c-brightening-serum-enriched-with-pomegranate-and-licorice.html,248,Face Serum,Serum,[],Notify
206,skincare,Face Serum & Lipbalm Combo,299,859,,https://www.myglamm.com/product/myglamm-10-niacinamide-clarifying-serum-superfoods-color-pop-lip-balm.html,,Lip Makeup, ,[],Notify
207,skincare,,,,,https://www.myglamm.com/product/stbotanica-b3-niacinamide-5-hyaluronic-acid-5-professional-face-serum-20ml.html,, , ,[],Notify
208,skincare,"St.Botanica Goji Berry Face Wash with Vitamin C + St.Botanica Goji Berry Clay Mask with Vitamin C, For Glowing Skin",486,748,5 ratings,https://www.myglamm.com/product/stbotanica-goji-berry-face-wash-with-vitamin-c-stbotanica-goji-berry-clay-mask-with-vitamin-c-for-glowing-skin.html,2,Face Care, ,[],Notify
209,skincare,POPxo Beach Bum Multi-use Sunscreen Spray SPF 50 PA+++ 50ml,349,,5 ratings,https://www.myglamm.com/product/popxo-beach-bum-ultra-light-sunscreen-spray-spf-50.html,89,Sunscreen, ,[],Notify
210,skincare,St.Botanica Goji Berry Sunscreen Serum SPF50 PA+++,349,499,5 ratings,https://www.myglamm.com/product/stbotanica-goji-berry-sunscreen-serum-spf50-pa.html,1,Sunscreen, ,[],Notify
211,skincare,"St.Botanica Vitamin C SPF 30 Sunscreen Mineral Based & Water Resistant, 120ml",454,649,5 ratings,https://www.myglamm.com/product/stbotanica-vitamin-c-spf-30-sunscreen-mineral-based-water-resistant-120ml.html,8,Sunscreen, ,[],Notify
212,skincare,POPxo Selfie-Ready Tinted Sunscreen SPF 50 PA+++ 30g,399,499,4.9 ratings,https://www.myglamm.com/product/popxo-selfie-ready-tinted-sunscreen-spf-50.html,31,Sunscreen, ,[],Notify
213,skincare,,,,,https://www.myglamm.com/product/stbotanica-hyaluronic-acid-vitamin-c-e-face-serum-20ml.html,, , ,[],Notify
214,skincare,LIT Velvet Matte Liquid Lipstick + MyGlamm 10% Niacinamide Clarifying Serum Exclusive Combo | Hydrating Lipstick & Anti-inflammatory Face Serum,590,"1,074",,https://www.myglamm.com/product/lit-velvet-matte-liquid-lipstick-myglamm-10-niacinamide-clarifying-serum-exclusive-combo-aug.html,,Lip Makeup,Serum,[],Notify
215,skincare,"St.Botanica Goji Berry Face Serum with Vitamin C, For Glowing Skin",419,599,5 ratings,https://www.myglamm.com/product/stbotanica-goji-berry-face-serum-with-vitamin-c-for-glowing-skin.html,4,Face Serum, ,[],Notify
216,skincare,"St.Botanica B3 Niacinamide 5% + Hyaluronic Acid 5% Professional Face Serum, 20ml + LIT Liquid Matte Lipstick - Bold Beauty",894,,,https://www.myglamm.com/product/stbotanica-b3-niacinamide-5-hyaluronic-acid-5-professional-face-serum-20ml-lit-liquid-matte-lipstick-bold-beauty.html,,Face Serum,Liquid Lipstick,[],Notify
217,skincare,POPxo Sun Glaze Ultra-light Body Oil  SPF 30 PA +++ 50ml,274,499,5 ratings,https://www.myglamm.com/product/popxo-sun-glaze-ultra-light-body-oil-spf-30.html,8,Sunscreen, ,[],Notify
218,skincare,POPxo Sheet mask pack of 2 And Gift Card Worth ₹ 400,299,598,,https://www.myglamm.com/product/popxo-sheet-mask-pack-of-2-and-gift-card-worth-400.html,,Masks,Sheet Mask,[],Notify
219,skincare,POPxo Sun Soother After Sun Lotion 30g,296,349,5 ratings,https://www.myglamm.com/product/popxo-sun-soother-after-sun-lotion.html,40,Sunscreen, ,[],Notify
220,skincare,MyGlamm 10% Niacinamide Clarifying Serum + LIT Creamy Matte Lipstick,"1,294",,,https://www.myglamm.com/product/myglamm-10-niacinamide-clarifying-serum-lit-creamy-matte-lipstick.html,,Lip Makeup,Serum,[],Notify
221,skincare,LIT Creamy Matte Lipstick + MyGlamm 10% Niacinamide Clarifying Serum,"1,294",,,https://www.myglamm.com/product/lit-creamy-matte-lipstick-myglamm-10-niacinamide-clarifying-serum.html,,Lip Makeup,Serum,[],Notify
222,skincare,POPxo Makeup - Mini Lip Kit + First Kiss Lip Balm SPF 15,358,478,,https://www.myglamm.com/product/popxo-makeup-mini-lip-kit-first-kiss-lip-balm-spf-15.html,,Sunscreen, ,[],Notify
223,skincare,POPxo Sheet Mask + POPxo Eyeshadow Kit,318,398,5 ratings,https://www.myglamm.com/product/popxo-sheet-mask-popxo-eyeshadow-kit-199x0-jul.html,12,Eye Makeup,Sheet Mask,[],Notify
224,skincare,MyGlamm 10% Niacinamide Clarifying Serum + LIT Liquid Matte Lipstick Exclusive Combo,"1,074",,5 ratings,https://www.myglamm.com/product/myglamm-10-niacinamide-clarifying-serum-lit-liquid-matte-lipstick-exclusive-combo-part.html,1,Lip Makeup,Liquid Lipstick,[],Notify
225,skincare,"St.Botanica Vitamin C 20%, E & Hyaluronic Acid Face Serum, 20ml + LIT Liquid Matte Lipstick Exclusive Combo",590,"1,074",5 ratings,https://www.myglamm.com/product/stbotanica-vitamin-c-20-e-hyaluronic-acid-face-serum-20ml-lit-liquid-matte-lipstick-exclusive-combo.html,1,Lip Makeup,Liquid Lipstick,[],Notify
226,skincare,MyGlamm 10% Niacinamide Clarifying Serum + LIT Liquid Matte Lipstick - Bold Beauty,"1,094",,5 ratings,https://www.myglamm.com/product/myglamm-10-niacinamide-clarifying-serum-lit-liquid-matte-lipstick-bold-beauty.html,1,Face Serum,Serum,[],Notify
227,skincare,Combo of POPxo Illuminating Sunscreen + Gift Card Worth Rs. 400,749,,5 ratings,https://www.myglamm.com/product/popxo-glow-goals-illuminating-sunscreen-spf-30-pa-gift-card-worth-rs-400-part.html,1,Sunscreen, ,[],Notify
228,skincare,Combo of POPxo Makeup Mini Nail Kit + POPxo Illuminating Sunscreen + Gift Card,499,"1,048",5 ratings,https://www.myglamm.com/product/popxo-makeup-dreamin-mini-nail-kit-popxo-glow-goals-illuminating-sunscreen-spf-30-pa-part.html,29,Sunscreen, ,[],Notify
229,skincare,Combo of 2 POPxo Glow Goals Illuminating Sunscreen SPF 30 PA+++ 30g,698,,5 ratings,https://www.myglamm.com/product/combo-of-2-popxo-glow-goals-illuminating-sunscreen-spf-30-pa-30g-part.html,3,Sunscreen, ,[],Notify
230,skincare,BB cream & Sheet Mask Combo,348,,,https://www.myglamm.com/product/myglamm-super-serum-bb-cream-15g-popxo-sheet-mask.html,,Face Makeup,Foundation,[],Notify
231,skincare,MyGlamm 10% Niacinamide Clarifying Serum + POPxo Glow Goals Sunscreen,576,"1,048",5 ratings,https://www.myglamm.com/product/myglamm-10-niacinamide-clarifying-serum-popxo-glow-goals-sunscreen.html,1,Sunscreen, ,[],Notify
232,skincare,POPxo Glow Goals Illuminating Sunscreen SPF 30 PA+++ 30g Pack of 2,453,698,5 ratings,https://www.myglamm.com/product/popxo-glow-goals-illuminating-sunscreen-spf-30-pa-30g-pack-of-2-may-surv.html,69,Sunscreen, ,[],Notify
233,skincare,POPxo Glow Goals Illuminating Sunscreen SPF 30 PA+++ 30g And Sheet Mask Set of 2,547,,,https://www.myglamm.com/product/popxo-glow-goals-illuminating-sunscreen-spf-30-pa-30g-and-sheet-mask-pack-of-2-199xo-jun.html,,Sunscreen, ,[],WRITE A REVIEW
234,skincare,POPxo Glow Goals Illuminating Sunscreen SPF 30 PA+++ 30g And Sheet Mask Pack of 2,410,547,5 ratings,https://www.myglamm.com/product/popxo-sheet-mask-pack-of-2-glow-goals-illuminating-sunscreen-spf-30-pa-30g-mar-surv.html,16,Sunscreen, ,[],Notify
235,skincare,"St.Botanica Vitamin C 20%, E & Hyaluronic Acid Face Serum, 20ml",489,699,5 ratings,https://www.myglamm.com/product/stbotanica-vitamin-c-20-e-hyaluronic-acid-face-serum-20ml.html,6,Face Serum, ,[],Notify
236,skincare,Manish Malhotra Hydrating Golden Lip Mask,149,,5 ratings,https://www.myglamm.com/product/manish-malhotra-hydrating-golden-lip-mask.html,63,Masks,Sheet Mask,[],Notify
237,skincare,GLOW Iridescent Brightening Foam Cleanser,646,995,4.9 ratings,https://www.myglamm.com/product/glow-iridescent-brightening-foam-cleanser.html,167,Cleansing Products,Cleanser,[],Notify
238,skincare,MyGlamm 10% Niacinamide Clarifying Serum Enriched With Moringa & Tiger Grass - For An Even Skin Tone,699,,5 ratings,https://www.myglamm.com/product/myglamm-10-niacinamide-clarifying-serum-enriched-with-moringa-tiger-pure-radiance-part.html,3,Face Serum,Serum,[],Notify
239,skincare,POPxo Glow Goals Illuminating Sunscreen SPF 30 PA+++ 30g With Gift Card Worth ₹400,749,,,https://www.myglamm.com/product/popxo-glow-goals-illuminating-sunscreen-spf-30-pa-30g-with-gift-card.html,,Sunscreen, ,[],Notify
240,skincare,POPxo Glow Goals + POPxo Sheet Mask And Gift Card Worth ₹ 250,698,,5 ratings,https://www.myglamm.com/product/popxo-glow-goals-popxo-sheet-mask-and-gift-card-worth-rs-250.html,4,Masks,Sheet Mask,[],Notify
241,skincare,POPxo Sheet Mask + Glow Goals Illuminating Sunscreen SPF 30 PA+++ 30g,448,,,https://www.myglamm.com/product/popxo-sheet-mask-glow-goals-illuminating-sunscreen-spf-30-pa-30g.html,, , ,[],WRITE A REVIEW
242,skincare,K.Play Sheet Mask Pack Of 3,326,435,,https://www.myglamm.com/product/kplay-sheet-mask-pack-of-3.html,,Masks,Sheet Mask,[],WRITE A REVIEW
243,skincare,MyGlamm 10% Niacinamide Clarifying Serum enriched with Moringa & Tiger Grass Pack of 2,768,"1,398",5 ratings,https://www.myglamm.com/product/myglamm-10-niacinamide-clarifying-serum-enriched-with-moringa-tiger-grass-pack-of-2-rakhi.html,4,Face Serum,Serum,[],Notify
244,skincare,Skin & Lip Lovin Combo,685,,4.9 ratings,https://www.myglamm.com/product/set-of-2-myglamm-kplay-sheet-mask-myglamm-lit-velvet-matte-liquid-lipstick-mar-part.html,30,Masks,Lipsticks,[],Notify
245,skincare,Manish Malhotra Revitalising Golden Eye Mask,149,,5 ratings,https://www.myglamm.com/product/manish-malhotra-revitalising-golden-eye-mask.html,68,Masks,Sheet Mask,[],Notify
246,skincare,MyGlamm YOUTHfull Hydrating Eye Cream With Water Bank Technology,581,895,5 ratings,https://www.myglamm.com/product/youthfull-hydrating-eye-cream-with-water-bank-technology.html,83,Eye Cream,Eye Cream,[],Notify
247,skincare,Set of 2 MyGlamm K.Play Sheet Mask,261,290,4.9 ratings,https://www.myglamm.com/product/set-of-2-myglamm-kplay-sheet-mask.html,16,Face, ,[],Notify
248,skincare,K.Play Sheet Mask Set Of 2,188,290,5 ratings,https://www.myglamm.com/product/kplay-sheet-mask-set-of-2.html,15,Masks,Sheet Mask,[],Notify
249,skincare,GLOW Iridescent Brightening Body Lotion,602,"1,095",5 ratings,https://www.myglamm.com/product/glow-iridescent-brightening-body-lotion.html,140,Body Lotion,Body Lotion,[],Notify
250,skincare,GLOW Iridescent Brightening Essence,836,"1,195",5 ratings,https://www.myglamm.com/product/glow-iridescent-brightening-essence.html,209,Face Serum,Serum,[],Notify
251,skincare,GLOW Iridescent Brightening Moisturising Cream,"1,036","1,595",5 ratings,https://www.myglamm.com/product/glow-iridescent-brightening-moisturising-cream.html,388,Moisturizer,Moisturiser,[],Notify
252,skincare,MyGlamm YOUTHfull Hydrating Moisturising Gel With Water Bank Technology,766,"1,095",4.9 ratings,https://www.myglamm.com/product/youthfull-hydrating-moisturising-gel-with-water-bank-technology.html,97,Moisturizer,Moisturiser,[],Notify
253,skincare,GLOW Iridescent Brightening Toner,547,995,5 ratings,https://www.myglamm.com/product/glow-iridescent-brightening-toner.html,269,Cleansing Products,Cleanser,[],Notify
254,skincare,MyGlamm K.Play Mandarin Brightening Sheet Mask,145,,5 ratings,https://www.myglamm.com/product/kplay-mandarin-brightening-sheet-mask.html,1354,Masks,Sheet Mask,[],Notify
255,skincare,Manish Malhotra Amla Moisturising Gel,850,945,5 ratings,https://www.myglamm.com/product/manish-malhotra-amla-moisturising-gel.html,144,Moisturizer,Moisturiser,[],Notify
256,skincare,MyGlamm Wipeout Germ Killing Face Wash - Rose & Honey,119,,4.9 ratings,https://www.myglamm.com/product/wipeout-germ-killing-rose-honey-face-wash.html,290,Cleansing Products,Face Wash,[],Notify
257,skincare,"St.Botanica Vitamin C Brightening Foaming Face Wash with Built in Brush, 120ml",349,499,4.9 ratings,https://www.myglamm.com/product/stbotanica-vitamin-c-brightening-foaming-face-wash-with-built-in-brush-120ml.html,13,Cleansing Products,Cleanser,[],Notify
258,skincare,"MyGlamm 10% Niacinamide Clarifying Serum + St.Botanica Moroccan Argan Oil Anti Wrinkle Night Cream, 50g",933,"1,698",5 ratings,https://www.myglamm.com/product/myglamm-10-niacinamide-clarifying-serum-stbotanica-moroccan-argan-oil-anti-wrinkle-night-cream-50g.html,1,Moisturiser, ,[],Notify
259,skincare,MyGlamm 10% Niacinamide Clarifying Serum + St.Botanica Pro Keratin & Argan Oil Hair Serum 120ml,823,"1,498",5 ratings,https://www.myglamm.com/product/myglamm-10-niacinamide-clarifying-serum-stbotanica-pro-keratin-argan-oil-hair-serum-120ml-xo-jul.html,11,Face Serum, ,[],Notify
260,skincare,Manish Malhotra Illuminating Golden Sheet Mask,261,349,5 ratings,https://www.myglamm.com/product/manish-malhotra-illuminating-golden-sheet-mask.html,64,Masks,Sheet Mask,[],Notify
261,skincare,Manish Malhotra Sandalwood & Saffron Sheet Mask,199,,5 ratings,https://www.myglamm.com/product/manish-malhotra-sandalwood-saffron-sheet-mask.html,282,Masks,Sheet Mask,[],Notify
262,skincare,GLOW Iridescent Brightening Sheet Mask,199,,4.9 ratings,https://www.myglamm.com/product/glow-iridescent-brightening-sheet-mask.html,437,Masks,Sheet Mask,[],Notify
263,skincare,Manish Malhotra Kesar Face Pack Gel,850,945,5 ratings,https://www.myglamm.com/product/manish-malhotra-kesar-face-pack-gel.html,238,Masks,Face Pack,[],Notify
264,skincare,"St.Botanica Retinol Advanced Anti Aging Day Cream SPF 25, 50g",629,899,5 ratings,https://www.myglamm.com/product/stbotanica-retinol-advanced-anti-aging-day-cream-spf-25-50g.html,7,Moisturiser, ,[],Notify
265,skincare,Manish Malhotra Rose Lip Moisturising Gel,521,745,4.9 ratings,https://www.myglamm.com/product/manish-malhotra-rose-lip-moisturising-gel.html,93,Moisturizer,Moisturiser,[],Notify
266,skincare,MyGlamm SUPERFOODS Kiwi & Coconut Sunscreen 50ml,449,499,4.9 ratings,https://www.myglamm.com/product/superfoods-kiwi-coconut-sunscreen.html,184,Sunscreen, ,[],Notify
267,skincare,"MyGlamm 10% Niacinamide Clarifying Serum + Oriental Botanics Bhringraj & Amla Hair Mask, 200ml",686,"1,248",5 ratings,https://www.myglamm.com/product/myglamm-10-niacinamide-clarifying-serum-oriental-botanics-bhringraj-amla-hair-mask-200ml.html,1,Face Serum,Hair Mask,[],Notify
